Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
1972-06-01,0.14843732118606567,0.14843732118606567,0.14618840272464786,0.14618840272464786,2458771
1972-06-02,0.14663809537887573,0.14888718769562875,0.146188417982276,0.14843733667841255,1613885
1972-06-05,0.1461883783340454,0.14708790650389733,0.14528866569233853,0.1466380556086867,2585251
1972-06-06,0.149337038397789,0.15023656674434469,0.14573855606778385,0.14618840705136343,2347469
1972-06-07,0.149337038397789,0.149337038397789,0.14708793539791912,0.149337038397789,1032077
1972-06-08,0.14843732118606567,0.1497868849481493,0.14843732118606567,0.1493370339778839,1067491
1972-06-09,0.149337038397789,0.14978688938136858,0.1484373255793421,0.1484373255793421,1563293
1972-06-12,0.14978697896003723,0.15203589883296093,0.1493371277074284,0.1493371277074284,1942733
1972-06-13,0.15113615989685059,0.15203568753118216,0.14888705867776444,0.14978677078384112,2175456
1972-06-14,0.15113615989685059,0.15203568753118216,0.1502364477907739,0.15113615989685059,2069213
1972-06-15,0.149337038397789,0.15248566974421457,0.149337038397789,0.15113627956279158,2726909
1972-06-16,0.15203574299812317,0.15203574299812317,0.14753773424197425,0.1493369746387963,2398061
1972-06-19,0.15383508801460266,0.15383508801460266,0.1515861690759907,0.15203583566978435,1694832
1972-06-20,0.1547347456216812,0.1547347456216812,0.15293549392076952,0.15383503296093887,2332291
1972-06-21,0.15293550491333008,0.15563428499710574,0.15293550491333008,0.15473475674356674,2038858
1972-06-22,0.15338534116744995,0.1542848692712435,0.15158610048802149,0.15293547945399008,2438534
1972-06-23,0.15293550491333008,0.15383504401815565,0.14933702295542992,0.15338536670167893,1482346
1972-06-26,0.15113615989685059,0.15293539963725883,0.14933692015644234,0.15293539963725883,1618944
1972-06-27,0.15113615989685059,0.15248554900986006,0.14933692015644234,0.15113615989685059,2048976
1972-06-28,0.14978697896003723,0.15068651869584176,0.1488872656035254,0.15068651869584176,1315392
1972-06-29,0.15203574299812317,0.15203574299812317,0.14888711299599613,0.14978682543031338,1118083
1972-06-30,0.1524856686592102,0.1547347716430767,0.15158614031905507,0.15203580682754386,2924218
1972-07-03,0.15293550491333008,0.15383504401815565,0.15113626393437998,0.15248565397626782,824650
1972-07-05,0.15563423931598663,0.15743347976683109,0.15383499886514218,0.15383499886514218,2903981
1972-07-06,0.158782958984375,0.15923281004316628,0.1569837175185529,0.1569837175185529,3895584
1972-07-07,0.16103199124336243,0.16103199124336243,0.1578833607610461,0.15878288886073555,2119805
1972-07-10,0.16148187220096588,0.16328111320753336,0.16058215946174467,0.16103202125699864,3091171
1972-07-11,0.16148187220096588,0.16328111320753336,0.16148187220096588,0.16148187220096588,2185574
1972-07-12,0.16193175315856934,0.16328113252956292,0.16103204031287974,0.1614818913100805,2696554
1972-07-13,0.15743352472782135,0.16103201750847693,0.1565339964814144,0.16103201750847693,1113024
1972-07-14,0.16103199124336243,0.16193170381489244,0.15698364818951607,0.15743349904963871,1583530
1972-07-17,0.15968260169029236,0.1619317040765535,0.1569836484431817,0.16103199150356964,819590
1972-07-18,0.15788330137729645,0.15923267982957448,0.15338528277569746,0.15923267982957448,1527878
1972-07-19,0.158782958984375,0.16013252301203837,0.1565340400803941,0.15788343048742495,2145101
1972-07-20,0.15653397142887115,0.15968260192082084,0.1560841097160874,0.15878288934653811,1492464
1972-07-21,0.15743352472782135,0.15743352472782135,0.15473475551672985,0.1565339964814144,956189
1972-07-24,0.15383508801460266,0.1574335710016599,0.15203583566978435,0.1574335710016599,9733901
1972-07-25,0.15653397142887115,0.15788336124409652,0.1542848690393631,0.1542848690393631,2696554
1972-07-26,0.15563423931598663,0.15743347976683109,0.15563423931598663,0.15653395177731783,1355866
1972-07-27,0.1547347456216812,0.15608412471529298,0.1547347456216812,0.15563427381056472,1133261
1972-07-28,0.1560840904712677,0.1560840904712677,0.1551843780079175,0.1551843780079175,1128202
1972-07-31,0.1547347456216812,0.15608412471529298,0.1547347456216812,0.15608412471529298,2043917
1972-08-01,0.15788330137729645,0.1583331520682193,0.15473467207925617,0.15473467207925617,1806134
1972-08-02,0.1601324826478958,0.1605821599727057,0.15833324163560328,0.15833324163560328,3020342
1972-08-03,0.15788330137729645,0.1605820691331332,0.15698358914417007,0.16013239206270086,1305274
1972-08-04,0.158782958984375,0.1596826719532471,0.1565340400803941,0.15788343048742495,2145101
1972-08-07,0.15923282504081726,0.15923282504081726,0.1569837323043687,0.15878297393965587,1962970
1972-08-08,0.15923282504081726,0.16013253809443054,0.15833329645914337,0.15923282504081726,2403120
1972-08-09,0.15968260169029236,0.15968260169029236,0.15833321187701507,0.15923273997815807,2479008
1972-08-10,0.16148187220096588,0.16148187220096588,0.1587829184551772,0.1596826311943984,1163616
1972-08-11,0.16463042795658112,0.16463042795658112,0.16058208600018892,0.16148179832781834,3162000
1972-08-14,0.16463042795658112,0.16553014028421054,0.16328103851128664,0.16463042795658112,3313776
1972-08-15,0.16373100876808167,0.16463053722093246,0.16283129584331787,0.16463053722093246,1254682
1972-08-16,0.16283123195171356,0.16463047262334335,0.161481842140309,0.16373094452344875,1532938
1972-08-17,0.16328108310699463,0.1650803237818757,0.16238137053363363,0.1628312322459565,2726909
1972-08-18,0.1601324826478958,0.16283126278168364,0.1601324826478958,0.16283126278168364,3050698
1972-08-21,0.1601324826478958,0.1610320217693911,0.15788339069020466,0.1601324826478958,1295155
1972-08-22,0.15923282504081726,0.16193179058100826,0.15833329645914337,0.16013253809443054,1431754
1972-08-23,0.15833324193954468,0.16103202207851317,0.15698367824947135,0.15923277021147994,1654358
1972-08-24,0.15743352472782135,0.15878291475901032,0.15473475551672985,0.15833323744609892,2155219
1972-08-25,0.15563423931598663,0.15833319222816228,0.15473471132647337,0.15743347976683109,2823034
1972-08-28,0.15518444776535034,0.15698369988030306,0.15428491936946878,0.15563430962488592,1436813
1972-08-29,0.1566653698682785,0.15756825872194086,0.1548594287855264,0.15576230674749358,2140042
1972-08-30,0.1557624489068985,0.156665512851881,0.15485957012090273,0.156665512851881,2231107
1972-08-31,0.15440791845321655,0.15621385972055626,0.15350502950726874,0.15576232266816403,2190634
1972-09-01,0.1548594832420349,0.1548594832420349,0.15260200435919782,0.15440795696871035,4877069
1972-09-05,0.15531106293201447,0.15531106293201447,0.15395664711667964,0.1548595256433577,991603
1972-09-06,0.1512475162744522,0.15485939771528598,0.15034462760194106,0.15485939771528598,1917437
1972-09-07,0.146732896566391,0.15169919779428512,0.14628137007961095,0.1512476713075051,3075994
1972-09-08,0.14899010956287384,0.1503446991712573,0.14673281601104127,0.14673281601104127,1780838
1972-09-11,0.1480873078107834,0.14944171295958716,0.14718424397503677,0.14899018648756573,1391280
1972-09-12,0.14582990109920502,0.14944178793639154,0.14582990109920502,0.14808738210806552,1492464
1972-09-13,0.147635817527771,0.14808735503549045,0.14492699547462273,0.14582987443933104,4275024
1972-09-14,0.14628134667873383,0.1494416939377996,0.14537828295793426,0.14763575165514123,2069213
1972-09-15,0.14853885769844055,0.14899020997435256,0.14673291490122312,0.14673291490122312,1158557
1972-09-18,0.14899010956287384,0.15079605114298186,0.14718416798276582,0.1485387575911493,728525
1972-09-19,0.1507960706949234,0.15215067137064006,0.14808725055297509,0.14899012888066027,849946
1972-09-20,0.15034477412700653,0.15260206880423383,0.1489901838432798,0.1507961263237568,1158557
1972-09-21,0.1507960706949234,0.15215067137064006,0.1498931923672382,0.15034471866467736,1340688
1972-09-22,0.149441659450531,0.15169913851847258,0.148990133140183,0.15079607500607672,1290096
1972-09-25,0.1480873078107834,0.14944171295958716,0.14628136529825442,0.14944171295958716,6799565
1972-09-26,0.1507960706949234,0.1507960706949234,0.14718418706639716,0.14808725055297509,2018621
1972-09-27,0.15440791845321655,0.15440791845321655,0.15169908823992903,0.15169908823992903,2038858
1972-09-28,0.15531106293201447,0.15531106293201447,0.15215070490439,0.1544079992464029,5752310
1972-09-29,0.1548594832420349,0.1553110204070585,0.153505067797546,0.1553110204070585,2276640
1972-10-02,0.15260201692581177,0.15395661764073346,0.15260201692581177,0.15395661764073346,2590310
1972-10-03,0.149441659450531,0.15215067572052046,0.149441659450531,0.15215067572052046,784176
1972-10-04,0.149441659450531,0.15215067572052046,0.14853878109703314,0.149441659450531,1922496
1972-10-05,0.1440238654613495,0.14718422357638355,0.1431209869096995,0.14718422357638355,8261674
1972-10-06,0.146732896566391,0.1471842487859048,0.14357235275108454,0.14402389012956873,2403120
1972-10-09,0.14582990109920502,0.1471843178192403,0.14582990109920502,0.14673296538803027,986544
1972-10-10,0.14718423783779144,0.14899018027501676,0.14537829540056613,0.14582982185375995,1411517
1972-10-11,0.146732896566391,0.14853883913794905,0.14492695399483294,0.1471842487859048,2048976
1972-10-12,0.1453782320022583,0.14673282166281712,0.14447534286516348,0.14673282166281712,3232829
1972-10-13,0.1435723751783371,0.14537832892370497,0.14312103378002397,0.14537832892370497,3020342
1972-10-16,0.14266951382160187,0.1449269944010384,0.14221798720893447,0.14357239277962186,1826371
1972-10-17,0.1440238654613495,0.1440238654613495,0.14266944960855404,0.14266944960855404,2838211
1972-10-18,0.14221803843975067,0.14628146355800573,0.1408636214894582,0.14402398216536283,4077715
1972-10-19,0.1435723751783371,0.1435723751783371,0.14131508003465612,0.14221796977369333,1588589
1972-10-20,0.14718423783779144,0.14763576429098527,0.14221793697930932,0.1435723420716375,1239504
1972-10-23,0.15034477412700653,0.1507961263237568,0.1480873051825218,0.1480873051825218,1269859
1972-10-24,0.1507960706949234,0.15124760788406214,0.14944165517809946,0.15034471866467736,3526262
1972-10-25,0.14853885769844055,0.14989327395245802,0.14718426717713512,0.14989327395245802,1153498
1972-10-26,0.1480873078107834,0.15034477679533378,0.14718424397503677,0.14853883428280482,1436813
1972-10-27,0.14853885769844055,0.14899020997435256,0.14628138835802315,0.1480873311552406,1325510
1972-10-30,0.14628134667873383,0.1485388153759408,0.14628134667873383,0.1485388153759408,880301
1972-10-31,0.1480873078107834,0.14944171295958716,0.14718424397503677,0.14718424397503677,3602150
1972-11-01,0.14989320933818817,0.1507960877680975,0.1476357300791939,0.1480872673194558,3187296
1972-11-02,0.15531106293201447,0.15531106293201447,0.1498932254034436,0.1498932254034436,3900643
1972-11-03,0.1625349074602127,0.1625349074602127,0.15485958737126923,0.1553111248399114,2590310
1972-11-06,0.1593742072582245,0.16253474861581213,0.15892285538969358,0.16253474861581213,2696554
1972-11-08,0.15982580184936523,0.16118021746102895,0.15847139712940184,0.159374275520309,3531322
1972-11-09,0.1593742072582245,0.160728796556905,0.15756826609101304,0.15982573339388612,895478
1972-11-10,0.15531106293201447,0.15937429948631698,0.15395664711667964,0.15937429948631698,5236272
1972-11-13,0.1557624489068985,0.15801992905622056,0.15440804359426402,0.1553111075392465,890419
1972-11-14,0.15531106293201447,0.15756835727402735,0.15305358343106806,0.15576240417003576,1360925
1972-11-15,0.15531106293201447,0.15621394145869252,0.15531106293201447,0.15531106293201447,5119910
