Date,Close,High,Low,Open,Volume,Return
1972-06-01,0.1484373211860656,0.1484373211860656,0.1461884027246478,0.1461884027246478,2458771,
1972-06-02,0.1466380953788757,0.1488871876956287,0.146188417982276,0.1484373366784125,1613885,-0.012121114776347697
1972-06-05,0.1461883783340454,0.1470879065038973,0.1452886656923385,0.1466380556086867,2585251,-0.0030668500137589483
1972-06-06,0.149337038397789,0.1502365667443446,0.1457385560677838,0.1461884070513634,2347469,0.021538374661690174
1972-06-07,0.149337038397789,0.149337038397789,0.1470879353979191,0.149337038397789,1032077,0.0
1972-06-08,0.1484373211860656,0.1497868849481493,0.1484373211860656,0.1493370339778839,1067491,-0.0060247425647135255
1972-06-09,0.149337038397789,0.1497868893813685,0.1484373255793421,0.1484373255793421,1563293,0.006061260096412058
1972-06-12,0.1497869789600372,0.1520358988329609,0.1493371277074284,0.1493371277074284,1942733,0.0030129200838286962
1972-06-13,0.1511361598968505,0.1520356875311821,0.1488870586777644,0.1497867707838411,2175456,0.009007331252560036
1972-06-14,0.1511361598968505,0.1520356875311821,0.1502364477907739,0.1511361598968505,2069213,0.0
1972-06-15,0.149337038397789,0.1524856697442145,0.149337038397789,0.1511362795627915,2726909,-0.011903977845469926
1972-06-16,0.1520357429981231,0.1520357429981231,0.1475377342419742,0.1493369746387963,2398061,0.01807123423156143
1972-06-19,0.1538350880146026,0.1538350880146026,0.1515861690759907,0.1520358356697843,1694832,0.011835013142282635
1972-06-20,0.1547347456216812,0.1547347456216812,0.1529354939207695,0.1538350329609388,2332291,0.005848195094432684
1972-06-21,0.15293550491333,0.1556342849971057,0.15293550491333,0.1547347567435667,2038858,-0.011627903617396185
1972-06-22,0.1533853411674499,0.1542848692712435,0.1515861004880214,0.15293547945399,2438534,0.0029413461208684932
1972-06-23,0.15293550491333,0.1538350440181556,0.1493370229554299,0.1533853667016789,1482346,-0.0029327199763425904
1972-06-26,0.1511361598968505,0.1529353996372588,0.1493369201564423,0.1529353996372588,1618944,-0.01176538448347364
1972-06-27,0.1511361598968505,0.15248554900986,0.1493369201564423,0.1511361598968505,2048976,0.0
1972-06-28,0.1497869789600372,0.1506865186958417,0.1488872656035254,0.1506865186958417,1315392,-0.008926923495569228
1972-06-29,0.1520357429981231,0.1520357429981231,0.1488871129959961,0.1497868254303133,1118083,0.015013080934664469
1972-06-30,0.1524856686592102,0.1547347716430767,0.151586140319055,0.1520358068275438,2924218,0.002959341351018052
1972-07-03,0.15293550491333,0.1538350440181556,0.1511362639343799,0.1524856539762678,824650,0.0029500231600461113
1972-07-05,0.1556342393159866,0.157433479766831,0.1538349988651421,0.1538349988651421,2903981,0.017646225473842758
1972-07-06,0.158782958984375,0.1592328100431662,0.1569837175185529,0.1569837175185529,3895584,0.0202315356969458
1972-07-07,0.1610319912433624,0.1610319912433624,0.1578833607610461,0.1587828888607355,2119805,0.01416419163223126
1972-07-10,0.1614818722009658,0.1632811132075333,0.1605821594617446,0.1610320212569986,3091171,0.0027937365372543432
1972-07-11,0.1614818722009658,0.1632811132075333,0.1614818722009658,0.1614818722009658,2185574,0.0
1972-07-12,0.1619317531585693,0.1632811325295629,0.1610320403128797,0.1614818913100805,2696554,0.0027859533176803897
1972-07-13,0.1574335247278213,0.1610320175084769,0.1565339964814144,0.1610320175084769,1113024,-0.027778544621469003
1972-07-14,0.1610319912433624,0.1619317038148924,0.156983648189516,0.1574334990496387,1583530,0.022857053615246814
1972-07-17,0.1596826016902923,0.1619317040765535,0.1569836484431817,0.1610319915035696,819590,-0.008379636509808885
1972-07-18,0.1578833013772964,0.1592326798295744,0.1533852827756974,0.1592326798295744,1527878,-0.011267979691899632
1972-07-19,0.158782958984375,0.1601325230120383,0.1565340400803941,0.1578834304874249,2145101,0.005698244204614733
1972-07-20,0.1565339714288711,0.1596826019208208,0.1560841097160874,0.1587828893465381,1492464,-0.014163910093936583
1972-07-21,0.1574335247278213,0.1574335247278213,0.1547347555167298,0.1565339964814144,956189,0.00574669696768626
1972-07-24,0.1538350880146026,0.1574335710016599,0.1520358356697843,0.1574335710016599,9733901,-0.02285686431425482
1972-07-25,0.1565339714288711,0.1578833612440965,0.1542848690393631,0.1542848690393631,2696554,0.01754400409620671
1972-07-26,0.1556342393159866,0.157433479766831,0.1556342393159866,0.1565339517773178,1355866,-0.005747839300770163
1972-07-27,0.1547347456216812,0.1560841247152929,0.1547347456216812,0.1556342738105647,1133261,-0.005779536034349997
1972-07-28,0.1560840904712677,0.1560840904712677,0.1551843780079175,0.1551843780079175,1128202,0.008720373980421803
1972-07-31,0.1547347456216812,0.1560841247152929,0.1547347456216812,0.1560841247152929,2043917,-0.008644986465387916
1972-08-01,0.1578833013772964,0.1583331520682193,0.1547346720792561,0.1547346720792561,1806134,0.02034808499516494
1972-08-02,0.1601324826478958,0.1605821599727057,0.1583332416356032,0.1583332416356032,3020342,0.014245846463676992
1972-08-03,0.1578833013772964,0.1605820691331332,0.15698358914417,0.1601323920627008,1305274,-0.014045752825458835
1972-08-04,0.158782958984375,0.1596826719532471,0.1565340400803941,0.1578834304874249,2145101,0.005698244204614733
1972-08-07,0.1592328250408172,0.1592328250408172,0.1569837323043687,0.1587829739396558,1962970,0.002833213710839555
1972-08-08,0.1592328250408172,0.1601325380944305,0.1583332964591433,0.1592328250408172,2403120,0.0
1972-08-09,0.1596826016902923,0.1596826016902923,0.158333211877015,0.159232739978158,2479008,0.002824647803364666
1972-08-10,0.1614818722009658,0.1614818722009658,0.1587829184551772,0.1596826311943984,1163616,0.011267793057149866
1972-08-11,0.1646304279565811,0.1646304279565811,0.1605820860001889,0.1614817983278183,3162000,0.019497889841758154
1972-08-14,0.1646304279565811,0.1655301402842105,0.1632810385112866,0.1646304279565811,3313776,0.0
1972-08-15,0.1637310087680816,0.1646305372209324,0.1628312958433178,0.1646305372209324,1254682,-0.0054632621664367775
1972-08-16,0.1628312319517135,0.1646304726233433,0.161481842140309,0.1637309445234487,1532938,-0.005495457599254183
1972-08-17,0.1632810831069946,0.1650803237818757,0.1623813705336336,0.1628312322459565,2726909,0.002762683484544892
1972-08-18,0.1601324826478958,0.1628312627816836,0.1601324826478958,0.1628312627816836,3050698,-0.019283314387592454
1972-08-21,0.1601324826478958,0.1610320217693911,0.1578833906902046,0.1601324826478958,1295155,0.0
1972-08-22,0.1592328250408172,0.1619317905810082,0.1583332964591433,0.1601325380944305,1431754,-0.005618208074977482
1972-08-23,0.1583332419395446,0.1610320220785131,0.1569836782494713,0.1592327702114799,1654358,-0.005649482768656622
1972-08-24,0.1574335247278213,0.1587829147590103,0.1547347555167298,0.1583332374460989,2155219,-0.005682427775127841
1972-08-25,0.1556342393159866,0.1583331922281622,0.1547347113264733,0.157433479766831,2823034,-0.011428858084359006
1972-08-28,0.1551844477653503,0.156983699880303,0.1542849193694687,0.1556343096248859,1436813,-0.0028900552514224964
1972-08-29,0.1566653698682785,0.1575682587219408,0.1548594287855264,0.1557623067474935,2140042,0.009542980139140456
1972-08-30,0.1557624489068985,0.156665512851881,0.1548595701209027,0.156665512851881,2231107,-0.005763372991358318
1972-08-31,0.1544079184532165,0.1562138597205562,0.1535050295072687,0.155762322668164,2190634,-0.00869612967173894
1972-09-01,0.1548594832420349,0.1548594832420349,0.1526020043591978,0.1544079569687103,4877069,0.0029244924311004894
1972-09-05,0.1553110629320144,0.1553110629320144,0.1539566471166796,0.1548595256433577,991603,0.00291606093811958
1972-09-06,0.1512475162744522,0.1548593977152859,0.150344627601941,0.1548593977152859,1917437,-0.02616392278083224
1972-09-07,0.146732896566391,0.1516991977942851,0.1462813700796109,0.1512476713075051,3075994,-0.029849215506250304
1972-09-08,0.1489901095628738,0.1503446991712573,0.1467328160110412,0.1467328160110412,1780838,0.015383142085398038
1972-09-11,0.1480873078107834,0.1494417129595871,0.1471842439750367,0.1489901864875657,1391280,-0.006059474382153152
1972-09-12,0.145829901099205,0.1494417879363915,0.145829901099205,0.1480873821080655,1492464,-0.01524375549093493
1972-09-13,0.147635817527771,0.1480873550354904,0.1449269954746227,0.145829874439331,4275024,0.012383718393510268
1972-09-14,0.1462813466787338,0.1494416939377996,0.1453782829579342,0.1476357516551412,2069213,-0.009174405450644851
1972-09-15,0.1485388576984405,0.1489902099743525,0.1467329149012231,0.1467329149012231,1158557,0.015432665004545543
1972-09-18,0.1489901095628738,0.1507960511429818,0.1471841679827658,0.1485387575911493,728525,0.003037938162614884
1972-09-19,0.1507960706949234,0.15215067137064,0.148087250552975,0.1489901288806602,849946,0.01212134911067686
1972-09-20,0.1503447741270065,0.1526020688042338,0.1489901838432798,0.1507961263237568,1158557,-0.002992760791691418
1972-09-21,0.1507960706949234,0.15215067137064,0.1498931923672382,0.1503447186646773,1340688,0.003001744294322206
1972-09-22,0.149441659450531,0.1516991385184725,0.148990133140183,0.1507960750060767,1290096,-0.008981740957511475
1972-09-25,0.1480873078107834,0.1494417129595871,0.1462813652982544,0.1494417129595871,6799565,-0.009062744918166166
1972-09-26,0.1507960706949234,0.1507960706949234,0.1471841870663971,0.148087250552975,2018621,0.018291661346164112
1972-09-27,0.1544079184532165,0.1544079184532165,0.151699088239929,0.151699088239929,2038858,0.023951869180996344
1972-09-28,0.1553110629320144,0.1553110629320144,0.15215070490439,0.1544079992464029,5752310,0.0058490813673623965
1972-09-29,0.1548594832420349,0.1553110204070585,0.153505067797546,0.1553110204070585,2276640,-0.0029075822510928884
1972-10-02,0.1526020169258117,0.1539566176407334,0.1526020169258117,0.1539566176407334,2590310,-0.014577514201664532
1972-10-03,0.149441659450531,0.1521506757205204,0.149441659450531,0.1521506757205204,784176,-0.020709801475409906
1972-10-04,0.149441659450531,0.1521506757205204,0.1485387810970331,0.149441659450531,1922496,0.0
1972-10-05,0.1440238654613495,0.1471842235763835,0.1431209869096995,0.1471842235763835,8261674,-0.036253572190657724
1972-10-06,0.146732896566391,0.1471842487859048,0.1435723527510845,0.1440238901295687,2403120,0.018809598647860915
1972-10-09,0.145829901099205,0.1471843178192403,0.145829901099205,0.1467329653880302,986544,-0.0061540083261250045
1972-10-10,0.1471842378377914,0.1489901802750167,0.1453782954005661,0.1458298218537599,1411517,0.00928709906800984
1972-10-11,0.146732896566391,0.148538839137949,0.1449269539948329,0.1471842487859048,2048976,-0.0030665054766109145
