Price,Close,High,Low,Open,Volume
Ticker,CI,CI,CI,CI,CI
Date,,,,,
1982-03-31,2.146484375,2.146484375,2.054052037710543,2.1002682063552713,1474200
1982-04-01,2.146484375,2.146484375,2.054052037710543,2.1002682063552713,1474200
1982-04-02,2.2183761596679688,2.238916777609726,2.1567544821433935,2.197835541726211,1710900
1982-04-05,2.2389159202575684,2.2594563540330426,2.218375310181464,2.2389159202575684,1604700
1982-04-06,2.228646993637085,2.228646993637085,2.1978359725346825,2.2132414830858838,1361700
1982-04-07,2.2389159202575684,2.2543210692885443,2.2235104186253327,2.2389159202575684,1206000
1982-04-08,2.25945782661438,2.274863338287019,2.223511867779214,2.249187426732372,1188000
1982-04-12,2.228646993637085,2.2697278849716698,2.2235117059195297,2.2491872630036456,805500
1982-04-13,2.2491869926452637,2.2543221034448324,2.2235114386474195,2.2389169473468367,1282500
1982-04-14,2.2389159202575684,2.2440508524008074,2.2235104186253327,2.2337808118136997,207000
1982-04-15,2.2337822914123535,2.2389174032575854,2.2081063795847022,2.223511891421144,331200
1982-04-16,2.2337822914123535,2.2491874506473017,2.223511891421144,2.2389174032575854,576900
1982-04-19,2.2389159202575684,2.2594563540330426,2.2337808118136997,2.2491859608446756,713700
1982-04-20,2.2337822914123535,2.2440523388020703,2.223511891421144,2.2337822914123535,508500
1982-04-21,2.2081046104431152,2.228645393968183,2.2081046104431152,2.2183750022056494,254700
1982-04-22,2.213240385055542,2.2286458879637823,2.2029699910165004,2.2183754939247406,576000
1982-04-23,2.1054039001464844,2.1054039001464844,2.0899987401061733,2.1002689643335515,3060900
1982-04-26,2.0591859817504883,2.1054021281775643,2.0335104427913393,2.069456197334148,3427200
1982-04-27,2.0232415199279785,2.059187476870781,2.018106408407683,2.0386470307896,2219400
1982-04-28,2.012970447540283,2.0437814562632153,2.012970447540283,2.028375951901749,542700
1982-04-29,2.0027010440826416,2.0386468210261226,2.0027010440826416,2.0232413117496275,423900
1982-04-30,1.9770251512527466,1.9924306606440305,1.971890040222558,1.9821604385836535,2470500
1982-05-03,1.9564849138259888,1.9770251819651097,1.9462145153053463,1.9616200249359492,1687500
1982-05-04,1.9616198539733887,1.9616198539733887,1.951349632648556,1.9564847433109722,1632600
1982-05-05,1.9564849138259888,1.9616200249359492,1.9410794041953856,1.951349802716028,587700
1982-05-06,1.9616198539733887,1.9718898989975153,1.9410792350230175,1.9564847433109722,1586700
1982-05-07,1.9308091402053833,1.9616201616133715,1.9205389172698764,1.941079539441624,2665800
1982-05-10,1.9359439611434937,1.95648457836211,1.9256735643838399,1.9410790713729749,1100700
1982-05-11,1.9770251512527466,1.9821604385836535,1.9513497724025228,1.9667549291923696,941400
1982-05-12,1.879456639289856,1.9821593314302437,1.879456639289856,1.9308078972097398,2474100
1982-05-13,1.6894570589065552,1.7202680627920242,1.6740519095650874,1.6997272760012894,15327900
1982-05-14,1.7356735467910767,1.7408086563285512,1.7151331086411787,1.7305386135542695,4312800
1982-05-17,1.7356735467910767,1.7459437658660257,1.725403504016795,1.7356735467910767,1360800
1982-05-18,1.7254021167755127,1.7356721512925795,1.7202670113667164,1.730537222184309,1487700
1982-05-19,1.6945923566818237,1.715132969465608,1.689457247561041,1.7048627512240424,2322900
1982-05-20,1.6843236684799194,1.6894586054271445,1.6586479259390254,1.6740534419838797,2007900
1982-05-21,1.6586472988128662,1.674052809032975,1.6535120112056778,1.6637824101193264,1656000
1982-05-24,1.6175658702850342,1.6586469278494926,1.612430760127063,1.6381064872176077,3863700
1982-05-25,1.6227009296417236,1.648376479627765,1.6227009296417236,1.6381064359340316,2444400
1982-05-26,1.5970252752304077,1.6227010026726891,1.5867552310744628,1.6072954956870438,2028600
1982-05-27,1.591890811920166,1.5970257473658556,1.5764853003801247,1.5867557001737334,1105200
1982-05-28,1.5764845609664917,1.5970249983182057,1.5713494516285633,1.5867549559430092,1545300
1982-06-01,1.5610792636871338,1.5713496600257426,1.5456741099309306,1.5610792636871338,1088100
1982-06-02,1.571349859237671,1.5816202568783355,1.561079461597006,1.571349859237671,1796400
1982-06-03,1.5662155151367188,1.5764857415033402,1.540539949220165,1.5610802256526155,1359000
1982-06-04,1.5097277164459229,1.5662142691257157,1.4994576745504864,1.5354036145374494,1927800
