Date,Close,High,Low,Open,Volume,Return
1985-01-01,2.239330530166626,2.3366925636304385,2.117627622732797,2.1541387247712143,42825600,
1985-02-01,2.4158005714416504,2.4158005714416504,2.2149910895013107,2.2271611142325,72147600,0.07880482085951535
1985-03-01,2.4218862056732178,2.476652472981363,2.3184387886559734,2.403630643959349,52878600,0.002519096279514299
1985-04-01,2.5344412326812744,2.725603595039204,2.361778583535571,2.448110013963823,28920600,0.0464741187031823
1985-05-01,2.725604057312012,2.82426850547508,2.497442653254191,2.528275160985877,45860400,0.07542602375849916
1985-06-01,2.929100275039673,2.947599997904725,2.694772286910245,2.7502710320835786,25702200,0.07466096081774554
1985-07-01,2.732583522796631,3.0133284199463777,2.645240784900797,2.963418192209605,43011000,-0.06709116581554397
1985-08-01,2.7762577533721924,2.8324067841798146,2.6639596917569475,2.738824780578372,25279200,0.01598276144579236
1985-09-01,2.695152759552002,2.7824955540607257,2.6140485065887256,2.776257012515278,27451800,-0.029213783814444394
1985-10-01,2.942201375961304,2.980084088301724,2.670710844092929,2.7275344790736296,26811000,0.09166404966610031
1985-11-01,3.163182497024536,3.1884375686793445,2.9422016496786427,2.980084365543348,34942500,0.07510740864602816
1985-12-01,3.245260238647461,3.245260238647461,3.081103297414854,3.163181551266237,29510100,0.025947836300982186
1986-01-01,3.356500625610352,3.6500346467871982,3.190589710892277,3.279926323574253,66080700,0.03427780171159811
1986-02-01,3.484123468399048,3.675558977884103,3.36926225034017,3.36926225034017,53751600,0.03802258870888453
1986-03-01,3.707465648651123,3.943569529463983,3.4330750487440254,3.477743362361618,47965500,0.06410283168142161
1986-04-01,3.220933198928833,3.787817733876708,3.220933198928833,3.7749340497370594,41950800,-0.13123046734075705
1986-05-01,3.4141857624053955,3.465720444877043,3.130743902992796,3.220929818481887,60821100,0.05999893556961422
1986-06-01,3.2660233974456787,3.427069736770827,3.040558256993999,3.427069736770827,61949700,-0.04339610532946869
1986-07-01,3.1893532276153564,3.345566291869925,3.156808708874525,3.30651313753868,45727200,-0.02347508284548272
1986-08-01,3.267460823059082,3.286987631379485,3.0331409109332976,3.1893544836369965,78220800,0.024490105005435803
1986-09-01,2.8183484077453613,3.267461519386897,2.792312732257995,3.2544437933756782,57966300,-0.13744997710278584
1986-10-01,2.874954462051392,3.01311032507354,2.8289025077106755,2.848639188637648,44210700,0.020084832006740605
1986-11-01,2.881533145904541,2.921006505916002,2.690746970826829,2.868375735678478,52686900,0.002288274106593935
1986-12-01,2.8946900367736816,3.046003478678328,2.835480468353008,2.868374773416306,41093100,0.004565934245053027
1987-01-01,3.154183387756348,3.260653997452176,2.927934113207049,2.927934113207049,52068600,0.08964460708611433
1987-02-01,3.506866216659546,3.573410144663696,2.981168934120172,3.1608376082695377,60492600,0.11181430676231874
