Date,Close,High,Low,Open,Volume,Return
1985-01-01,0.4184023439884186,0.4462074571174979,0.4091338025893223,0.4448835349204763,265858430,
1985-02-01,0.4303649663925171,0.4370475144231266,0.4022975037336453,0.4210090702730036,263516019,0.028591193562791384
1985-03-01,0.4584324955940246,0.4691248322571274,0.4236824578639017,0.4343747945270044,259807627,0.06521796938254565
1985-04-01,0.4758071005344391,0.4824899399483259,0.4464035228092992,0.4584322210462562,214798454,0.03790002913711632
1985-05-01,0.5346149802207947,0.5439709133422446,0.4651149234889105,0.4771439158736936,294141889,0.12359605314906186
1985-06-01,0.5333377122879028,0.5521931056459807,0.5050547522135891,0.5414186044387078,217135806,-0.0023891360701571163
1985-07-01,0.519869327545166,0.5791291215823738,0.5090948313531958,0.5319907900918894,242340741,-0.025253014051754175
1985-08-01,0.5223885774612427,0.5400275650736528,0.5074630183873429,0.526459014865332,178400040,0.004845929126022108
1985-09-01,0.5142477750778198,0.5318867741565089,0.4776125380421118,0.5237456321927602,202669021,-0.01558380625967426
1985-10-01,0.4966081976890564,0.5318864352301594,0.4748985105304603,0.5156041616779811,273793788,-0.03430170871637528
1985-11-01,0.5793761610984802,0.5848035411672446,0.4979651000048899,0.4979651000048899,249798000,0.16666652663927173
1985-12-01,0.5536229014396667,0.6151364399037108,0.5194484312677262,0.5823291622294602,310053070,-0.044449981528383975
1986-01-01,0.5290169715881348,0.579594710468799,0.5057783121612665,0.5536224596752795,410769097,-0.044445289000049626
1986-02-01,0.6108961701393127,0.619170177673455,0.5309144410698879,0.5336724546703208,299755071,0.15477612808030083
1986-03-01,0.6632978916168213,0.6729507518240342,0.5709050605311095,0.6136539357034348,296266752,0.08577844163854964
1986-04-01,0.6536455154418945,0.7157004231181726,0.6108963424761684,0.6632983827971706,206068804,-0.014552098381314993
1986-05-01,0.6936366558074951,0.7032895270758023,0.6329606475560164,0.652266656230065,187339645,0.06118169469665036
1986-06-01,0.7942601442337036,0.8039799858262724,0.6734548291063116,0.699837438132332,242687293,0.14506656703294896
1986-07-01,0.7414942383766174,0.8095339072484257,0.710945765029076,0.7928711462380916,251874802,-0.06643403454166064
1986-08-01,0.7600314021110535,0.7949591756657972,0.7376774679519945,0.7460601848355811,160414586,0.02499974075998246
1986-09-01,0.648262083530426,0.762825477813951,0.6314966528575188,0.7614285046428978,297005397,-0.1470588166096538
1986-10-01,0.6678217649459839,0.6915726019783955,0.6287024022031643,0.6538505495217322,230775408,0.030172490282072584
